Dataset,type,Authors,Publication year,Title,Journal/Book title/ Report type,Vol(issue)/Report no,pagination,doi no/ISBN no/Ref.,URL,,,catalogue link
hadcm3 model,article,"Collins, M.; Tett, S.F.B., and Cooper, C.",2001,"The internal climate variability of HadCM3, a version of the Hadley Centre coupled model without flux adjustments",Clim. Dynam.,17(1),61-81,10.1007/s003820000094,http://dx.doi.org/10.1007/s003820000094,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"G. Kay, R. Washington",2008,Future southern African summer rainfall variability related to a southwest Indian Ocean dipole in HadCM3,Geophys. Res. Lett.,35,L12701,10.1029/2008GL034180,http://dx.doi.org/10.1029/2008GL034180,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"Gordon, C.; Cooper, C., Senior, C.A., Banks, H., Gregory, J.M., Johns, T.C., Mitchell, J.F.B., and Wood, R.A",2000,"The simulation of SST, sea ice extents and ocean heat transports in a version of the Hadley Centre coupled model without flux adjustments",Clim. Dynam.,16(2-3),147-168,10.1007/s003820050010,http://dx.doi.org/10.1007/s003820050010,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"J. M. Gregory, P. A. Stott, D. J. Cresswell, N. A. Rayner, C. Gordon, D. M. H. Sexton, ",,Recent and future changes in Arctic sea ice simulated by the HadCM3 AOGCM,Geophys. Res. Lett.,29(24),2175,10.1029/2001GL014575,http://dx.doi.org/10.1029/2001GL014575,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"J. P. Grist, S. A. Josey, B. Sinha",2007,Impact on the ocean of extreme Greenland Sea heat loss in the HadCM3 coupled ocean-atmosphere model,J. Geophys. Res.,112,C04014,10.1029/2006JC003629,http://dx.doi.org/10.1029/2006JC003629,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"N. Golding, R. Betts",2008,Fire risk in Amazonia due to climate change in the HadCM3 climate model: Potential interactions with deforestation,Global Biogeochem. Cy.,22,GB4007,10.1029/2007GB003166,http://dx.doi.org/10.1029/2007GB003166,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"Pope, V.D.; Gallani, M.L., Rowntree, P.R., and Stratton, R.A.",2000,The impact of new physical parameterizations in the Hadley Centre climate model — HadAM3,Clim. Dynam.,16(2-3),123-146,10.1007/s003820050009,http://dx.doi.org/10.1007/s003820050009,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"S. J. Busby, K. R. Briffa, T. J. Osborn",2007,Simulation of ENSO forcings on U.S. drought by the HadCM3 coupled climate model,J. Geophys. Res.,112,D18112,10.1029/2007JD008705,http://dx.doi.org/10.1029/2007JD008705,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3 model,article,"T. A. Lachlan-Cope, W. M. Connolley, J. Turner",2007,Effects of tropical sea surface temperature (SST) errors on the Antarctic atmospheric circulation of HadCM3,Geophys. Res. Lett.,34,L05809,10.1029/2006GL029067,http://dx.doi.org/10.1029/2006GL029067,,,https://catalogue.ceda.ac.uk/uuid/793cf4d544c04c7db0e9faa45a0ca652
hadcm3con,article,"Collins, M.; Tett, S.F.B., and Cooper, C.",2001,"The internal climate variability of HadCM3, a version of the Hadley Centre coupled model without flux adjustments",Clim. Dynam.,17(1),61-81,10.1007/s003820000094,http://dx.doi.org/10.1007/s003820000094,,,https://catalogue.ceda.ac.uk/uuid/47f38e0efab1aef44a6881a8114d0d34
hadcm3con,article,"Olivier Boucher , Andy Jones and Richard A. Betts",2008,Climate response to the physiological impact of carbon dioxide on plants in the Met Office Unified Model HadCM3,Clim. Dynam.,32(2-3),237-249,10.1007/s00382-008-0459-6,http://dx.doi.org/10.1007/s00382-008-0459-6,,,https://catalogue.ceda.ac.uk/uuid/47f38e0efab1aef44a6881a8114d0d34
hadcm3con,article,"T. C. Johns, J. M. Gregory, W. J. Ingram, C. E. Johnson, A. Jones, J. A. Lowe, J. F. B. Mitchell, D. L. Roberts, D. M. H. Sexton, D. S. Stevenson, S. F. B. Tett, M. J. Woodage",2003,Anthropogenic climate change for 1860 to 2100 simulated with the HadCM3 model under updated emissions scenarios,Clim. Dynam.,20(6),583-612,10.1007/s00382-002-0296-y,http://dx.doi.org/10.1007/s00382-002-0296-y,,,https://catalogue.ceda.ac.uk/uuid/47f38e0efab1aef44a6881a8114d0d34
hadgem1,article,"A. J. McLaren, H. T. Banks, C. F. Durman, J. M. Gregory, T. C. Johns, A. B. Keen, J. K. Ridley, M. J. Roberts, W. H. Lipscomb, W. M. Connolley, S. W. Laxon, ",2006,Evaluation of the sea ice simulation in a new coupled atmosphere-ocean climate model (HadGEM1),J. Geophys. Res.,111,C12014,10.1029/2005JC003033,http://dx.doi.org/10.1029/2005JC003033,,,https://catalogue.ceda.ac.uk/uuid/e18c24b402fbaed061ab2f63e4f22669
hadgem1,article,"G. M. Martin,  M. A. Ringer,  V. D. Pope,  A. Jones,  C. Dearden, and T. J. Hinton",2006,The Physical Properties of the Atmosphere in the New Hadley Centre Global Environmental Model (HadGEM1). Part I: Model Description and Global Climatology,J. Clim.,19(7),1274–1301,10.1175/JCLI3636.1,http://dx.doi.org/10.1175/JCLI3636.1,,,https://catalogue.ceda.ac.uk/uuid/e18c24b402fbaed061ab2f63e4f22669
hadgem1,article,"M. A. Ringer,  G. M. Martin,  C. Z. Greeves,  T. J. Hinton,  P. M. James,  V. D. Pope,  A. A. Scaife,  R. A. Stratton,  P. M. Inness,  J. M. Slingo, and G.-Y. Yang",2006,The Physical Properties of the Atmosphere in the New Hadley Centre Global Environmental Model (HadGEM1). Part II: Aspects of Variability and Regional Climate,J. Clim.,19(7),1302-1326,10.1175/JCLI3713.1,http://dx.doi.org/10.1175/JCLI3713.1,,,https://catalogue.ceda.ac.uk/uuid/e18c24b402fbaed061ab2f63e4f22669
hadgem1,article,"T. C. Johns,  C. F. Durman,  H. T. Banks,  M. J. Roberts,  A. J. McLaren,  J. K. Ridley,  C. A. Senior,  K. D. Williams,  A. Jones,  G. J. Rickard,  S. Cusack,  W. J. Ingram,  M. Crucifix,  D. M. H. Sexton,  M. M. Joshi,  B.-W. Dong,  H. Spencer,  R. S. R. Hill,  J. M. Gregory,  A. B. Keen,  A. K. Pardaens,  J. A. Lowe,  A. Bodas-Salcedo,  S. Stark, and Y. Searl",2006,The New Hadley Centre Climate Model (HadGEM1): Evaluation of Coupled Simulations,J. Clim.,19(7),1327–1353,10.1175/JCLI3712.1,http://dx.doi.org/10.1175/JCLI3712.1,,,https://catalogue.ceda.ac.uk/uuid/e18c24b402fbaed061ab2f63e4f22669
hadisst,article,Chris Folland,2004,Assessing bias corrections in historical sea surface temperature using a climate model,Q. J. Roy. Meteorol. Soc.,25(7),895-911,10.1002/joc.1171,http://dx.doi.org/10.1002/joc.1171,,,https://catalogue.ceda.ac.uk/uuid/facafa2ae494597166217a9121a62d3c
hadisst,article,"Rayner, N. A.; Parker, D. E.; Horton, E. B.; Folland, C. K.; Alexander, L. V.; Rowell, D. P.; Kent, E. C.; Kaplan, A.",2003,"Global analyses of sea surface temperature, sea ice, and night marine air temperature since the late nineteenth century ",J. Geophys. Res.,108(D14),4407,10.1029/2002JD002670,http://badc.nerc.ac.uk/data/hadisst/HadISST_paper.pdf,,,https://catalogue.ceda.ac.uk/uuid/facafa2ae494597166217a9121a62d3c
hadisst,article,"Xue, Yan; Smith, Thomas M.; Reynolds, Richard W",2003,Interdecadal Changes of 30-Yr SST Normals during 1871-2000,J. Clim.,16(10),1601-1612,10.1175/1520-0442(2003)016<1601:ICOYSN>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/16/10/pdf/i1520-0442-16-10-1601.pdf,,,https://catalogue.ceda.ac.uk/uuid/facafa2ae494597166217a9121a62d3c
hadrm3-ppe-uk,article,"J.M. Murphy, B.B.B. Booth, M. Collins, G.R. Harris, D.M.H. Sexton, M.J. Webb",2007,Ensembles and probabilities: a new era in the prediction of climate change,Phil. Trans. Roy. Soc. Lond. A,365(185),1957-1970,10.1098/rsta.2007.2068,http://dx.doi.org/10.1098/rsta.2007.2068,,,https://catalogue.ceda.ac.uk/uuid/f9c7d70b0e6d4c31c067e75ab67cb3cc
hadrm3-ppe-uk,article,"J.M. Murphy, B.B.B. Booth, M. Collins, G.R. Harris, D.M.H. Sexton, M.J. Webb",2007,A methodology for probabilistic predictions of regional climate change from perturbed physics ensembles,Phil. Trans. Roy. Soc. Lond. A,365(1857),1993-2028,10.1098/rsta.2007.2077,http://dx.doi.org/10.1098/rsta.2007.2077,,,https://catalogue.ceda.ac.uk/uuid/f9c7d70b0e6d4c31c067e75ab67cb3cc
hadrm3-ppe-uk,article,"V. Pope, S. Brown, R. Clark, M. Collins, W. Collins, C. Dearden, J. Gunson, G. Harris, C. Jones, A. Keen, J. Lowe, M. Ringer, C. Senior, S. Sitch, M. Webb, S. Woodward",2007,"The Met Office Hadley Centre climate modelling capability: the competing requirements for improved resolution, complexity and dealing with uncertainty",Phil. Trans. Roy. Soc. Lond. A,365(1860),2635-2657,10.1098/rsta.2007.2087,http://dx.doi.org/10.1098/rsta.2007.2087,,,https://catalogue.ceda.ac.uk/uuid/f9c7d70b0e6d4c31c067e75ab67cb3cc
hadrt,techreport,"Parker, D.E., Gordon, M., Brown, S.J., and O'Donnell, M. ",1998,The New Monthly Gridded Global Upper-Air Temperature Data Sets (HadRT2).,Hadley Centre Internal note,84,,,,,,https://catalogue.ceda.ac.uk/uuid/05f97d2d38abf207abafe96871bca91f
hadrt,proceedings,"Seidel, D.; Angell, J.; Christy, J.; Free, M.; Klein, S.; Lanzante, J.; Mears, C.; Parker, D.; Schabel, M.; Spencer, R.; Sterin, A.; Thorne, P.; Wentz, F.",2002,Intercomparison of Global Upper-Air Temperature Datasets from Radiosondes and Satellites,"American Geophysical Union, Spring Meeting 2002, abstract ",A42D-11,,,,,,https://catalogue.ceda.ac.uk/uuid/05f97d2d38abf207abafe96871bca91f
hadrt,article,"D. J. Seidel,  J. K. Angell,  J. Christy,  M. Free,  S. A. Klein,  J. R. Lanzante,  C. Mears,  D. Parker,  M. Schabel,  R. Spencer,  A. Sterin,  P. Thorne, and F. Wentz",2004,Uncertainty in Signals of Large-Scale Climate Variations in Radiosonde and Satellite Upper-Air Temperature Datasets,J. Clim.,17(11),2225–2240,10.1175/1520-0442(2004)017<2225:UISOLC>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/17/11/pdf/i1520-0442-17-11-2225.pdf,,,https://catalogue.ceda.ac.uk/uuid/05f97d2d38abf207abafe96871bca91f
hadrt,article,"Parker, D.E., Gordon, M., Cullum, D.P.N, Sexton, D.M.H, Folland, C.K., and Rayner, N.",1997,A New Global Gridded Radiosonde Temperature Data Base and Recent Temperature Trends,Geophys. Res. Lett.,24(12),1499-1502,10.1029/97GL01186,http://dx.doi.org/10/1029/97GL01186,,,https://catalogue.ceda.ac.uk/uuid/05f97d2d38abf207abafe96871bca91f
hadrt,article,"Reynolds, R.W.",1988,A Real-time Global Sea Surface Temperature Analysis,J. Clim.,1(1),75-86,10.1175/1520-0442(1988)001<0075:ARTGSS>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/1/1/pdf/i1520-0442-1-1-75.pdf,,,https://catalogue.ceda.ac.uk/uuid/05f97d2d38abf207abafe96871bca91f
haloe,techreport,"Kley, D., J. M. Russell III, and C. Phillips, ",2000,SPARC assessment upper tropospheric and stratospheric water vapour,"WMO/TD-No. 1043, SPARC Report No. 2",,,,,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Luo, M., A .V. R. Schiano, J. M. Russell III, L. L. Gordley, K. A. Stone, and R. J. Cicerone",1994,"Using AVS to View HALOE 3-D Satellite Data, in Visualization Techniques in Space and Atmospheric Sciences, ","E. Pl Szuszczewicz and J. Bradekamp (eds), NASA Printing Office, Washington, D. C.",,,,,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"William Randel,  Petra Udelhofen,  Eric Fleming,  Marvin Geller,  Mel Gelman,  Kevin Hamilton,  David Karoly,  Dave Ortland,  Steve Pawson,  Richard Swinbank,  Fei Wu,  Mark Baldwin,  Marie-Lise Chanin,  Philippe Keckhut,  Karin Labitzke,  Ellis Remsberg,  Adrian Simmons, and Dong Wu",2004,The SPARC intercomparison of middle atmosphere climatologies,J. Clim.,17(5),986-1003,10.1175/1520-0442(2004)017<0986:TSIOMC>2.0.CO;2,http://ams.allenpress.com/archive/1520-0442/17/5/pdf/i1520-0442-17-5-986.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,techreport,"Thomason, L., and Th. Peter, ",2006,SPARC Assessment of Stratospheric Aerosol Properties,"WMO/TD No. 1295, SPARC Report No. 4",,,,,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Aellig, C. P., J. Bacmeister, R. M. Bevilacqua, M. Daehler, D. Kriebel, T. Pauls, D. Siskind, N. Kampfer, J. Langen, G. Hartmann, A. Berg, J. H. Park, and J. M. Russell III",1996,Space-Borne H2O Observations in the Arctic Stratosphere and Mesosphere in the Spring of 1992,Geophys. Res. Lett.,23(17),2325-2328,10.1029/96GL01571,http://dx.doi.org/10.1029/96GL01571,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Anderson, J., J. M. Russell III, S. Solomon, L. E. Deaver",2000,HALOE Confirmation of Stratospheric Chlorine Decreases in Accordance with the Montreal Protocol,J. Geophys. Res.,105(D4),4483-4490,10.1029/1999JD901075,http://dx.doi.org/10.1029/1999JD901075,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Beaver, G. M., and J. M. Russell III",1998,The Climatology of HCl and HF Observed by HALOE,Adv. Space Res.,21(10),1373-1382,10.1016/S0273-1177(97)00745-X ,http://dx.doi.org/10.1016/S0273-1177(97)00745-X ,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Beig, G., P. Keckhut, R. P. Lowe, R. G. Roble, M. G. Mlynczak, J. Scheer, V. I. Fomichev, D. Offermann, W. J. R. French, M. G. Shepherd, A. I. Semenov, E. E. Remsberg, C-Y. She, F. J. Lubken, J. Bremer, B. R. Clemesha, J. Stegman, F. Sigernes, S. Fadnavis",2003,Review of mesospheric temperature trends,Rev. Geophys.,41(4),1015,10.1029/2002RG000121,http://www.agu.org/journals/rg/rg0304/2002RG000121/2002RG000121.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bhatt, P. P., E. E. Remsberg, L. L. Gordley, J. M. McInerney, V. G. Brackett, and J. M. Russell III",1999,An Evaluation of the Quality of HALOE Ozone Profiles in the Lower Stratosphere,J. Geophys. Res.,104(D8),9261-9275,10.1029/1999JD900058,http://dx.doi.org/10.1029/1999JD900058,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bithell, M., L. J. Gray, J. E. Harries, J. M. Russell III, and A. Tuck",1994,Synoptic Interpretation of Measurements from HALOE,J. Atmos. Sci.,51(20),2942-2956,10.1175/1520-0469(1994)051<2942:SIOMFH>2.0.CO;2,http://ams.allenpress.com/archive/1520-0469/51/20/pdf/i1520-0469-51-20-2942.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Borchi, F., and J.-P. Pommereau",2007,"Evaluation of ozonesondes, HALOE, SAGE II and III, Odin-OSIRIS and SMR, and ENVISAT-GOMOS, -SCHIMACHY and -MIPAS ozone profiles in the tropics from SAOZ long duration balloon measurements in 2003 and 2004",Atmos. Chem. Phys.,7(10),2671-2690,,http://www.atmos-chem-phys.net/7/2671/2007/acp-7-2671-2007.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Borchi, F., J.-P. Pommereau, A. Garnier, and M. Pinharanda",2005,"Evaluation of SHADOZ sondes, HALOE and SAGE II ozone profiles at the tropics from SAOZ UV-Vis remote measurements onboard long duration balloons",Atmos. Chem. Phys.,5(5),1381-1397,,http://www.atmos-chem-phys.net/5/1381/2005/acp-5-1381-2005.pdf,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Boyd, I. S., A. D. Parrish, L. Froidevaux, T. von Clarmann, E. Kyrola, J. M. Russell III, and J. M. Zawodny",2007,Ground-based microwave ozone radiometer measurements compared with Aura-MLS v2.2 and other instruments at two Network for Detection of Atmospheric Composition Change sites,J. Geophys. Res.,112,D24S33,10.1029/2007JD008720,http://dx.doi.org/10.1029/2007JD008720,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bramstedt, K, K-U. Eichmann, M. Weber, V. Rozanov, and J. P. Burrows",2002,GOME ozone profiles: A global validation with HALOE measurements,Adv. Space Res.,29(11),1637-1642,10.1016/S0273-1177(02)00090-X ,http://dx.doi.org/10.1016/S0273-1177(02)00090-X ,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Brohede, S. M., C. S. Haley, C. A. McLinden, C. E. Sioris, D. P. Murtagh, S. V. Petelina, E. J. Llewellyn, A. Basureau, F. Goutail, C. E. Randall, J. D. Lumpe, G. Taha, L. W. Thomasson, and L. L. Gordley",2007,Validation of Odin/OSIRIS stratospheric NO2 profiles,J. Geophys. Res.,112,D07310,10.1029/2006JD007586,http://dx.doi.org/10.1029/2006JD007586,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bruehl, C., and P. J. Crutzen",2000,NOx-catalyzed ozone destruction and NOx activation at midlatitudes to high latitudes as the main cause of the spring to fall ozone decline in the Northern Hemisphere,J. Geophys. Res.,105(D10),12163-12168,10.1029/2000JD900069,http://dx.doi.org/10.1029/2000JD900069,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bruhl, C., P. J. Crutzen, and J-U. Grooss",1998,"High Latitude, Summertime NOx Activation and Seasonal Ozone Decline in the Lower Stratosphere: Model Calculations Based on Observations by HALOE on UARS",J. Geophys. Res.,103(D3),3587-3597,10.1029/97JD03078,http://dx.doi.org/10.1029/97JD03078,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Bruhl, C., S. R. Drayson, J. M. Russell III, P. J. Crutzen, J. McInerney, P. N. Purcell, H. Claude, H. Gernand, T. McGee, I. McDermid, and M. R. Gunson",1996,HALOE Ozone Channel Validation,J. Geophys. Res.,101(D6),10217-10240,10.1029/95JD02031,http://dx.doi.org/10.1029/95JD02031,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Callis, L. B., D. N. Baker, M. Natarajan, J. B. Blake, R. A. Mewaldt, R. S. Selesnick, and J. R. Cummings",1996,A 2-D Model Simulation of Downward Transport of NOy into the Stratosphere: Effects on the 1994 Austral spring O3 and NOy,Geophys. Res. Lett.,23(15),1905-1908,10.1029/96GL01788,http://dx.doi.org/10.1029/96GL01788,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Callis, L. B., M. Natarajan, and J. D. Lambeth",2002,"Observed and calculated mesospheric NO, 1992-1997",Geophys. Res. Lett.,29(2),1030,10.1029/2001GL013995,http://dx.doi.org/10.1029/2001GL013995,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Callis, L. B., M. Natarajan, and J. D. Lambeth",2002,"Reply to comment by D. E. Siskind on “Solar-atmospheric coupling by electrons (SOLACE), 3, Comparisons of simulations and observations, 1979–1997, issues and implications” by L. B. Callis et al.",J. Geophys. Res.,107(D22),4634,10.1029/2001JD001464,http://dx.doi.org/10.1029/2001JD001464,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Callis, L. B., R. E. Boughner, D. N. Baker, R. A. Mewaldt, J. B. Blake, R. S. Selesnick, J. R. Cummings, M. Natarajan, G. M. Mason, and J. E. Mazur",1996,Precipitating Electrons: Evidence for Effects on Mesospheric Odd Nitrogen,Geophys. Res. Lett.,23(15),1901-1904,10.1029/96GL01787,http://dx.doi.org/10.1029/96GL01787,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Chan, A. H. Y., D. R. Jackson, and J. E. Harries",1998,HALOE Observations of Polar Stratospheric Clouds in the Antarctic in October 1993,Adv. Space Res.,22(11),1529-1532,10.1016/S0273-1177(99)00024-1 ,http://dx.doi.org/10.1016/S0273-1177(99)00024-1,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Chandra, S., C. H. Jackman, E. L. Fleming, and J. M. Russell III",1997,The Seasonal and Long-Term Changes in Mesospheric Water Vapor,Geophys. Res. Lett.,24(6),639-642,10.1029/97GL00546,http://dx.doi.org/10.1029/97GL00546,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Chen, Yuejuan, B. Zheng, and H. Zhang",2002,The features of ozone quasi-biennial oscillation in tropical stratosphere and its numerical simulation,Adv. Atmos. Sci.,19(5),777-793,10.1007/s00376-002-0044-6,http://dx.doi.org/10.1007/s00376-002-0044-6,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Chiou, E-W. L. W. Thomason, and W. P. Chu",2006,"Variability of stratospheric water vapor inferred from SAGE II, HALOE, and Boulder (Colorado) balloon measurements",J. Clim.,19(16),4121-4133,10.1175/JCLI3841.1,http://dx.doi.org/10.1175/JCLI3841.1,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Chipperfield, M. P., M. L. Santee, L. Froidevaux, G. L. Manney, W. G. Read, J. W. Waters, A. E. Roche, and J. M. Russell III",1996,Analysis of UARS Data in the Southern Polar Vortex in September 1992 Using a Chemical Transport Model,J. Geophys. Res.,101(D13),18861-18881,10.1029/96JD00936,http://dx.doi.org/10.1029/96JD00936,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Choi, W., H. Lee, W. B. Grant, J. H. Park, J. R. Holton, K-M. Lee, and B. Naujokat",2002,On the secondary meridional circulation associated with the quasi-biennial oscillation,Tellus B,54(4),395-406,10.1034/j.1600-0889.2002.201286.x,http://dx.doi.org/10.1034/j.1600-0889.2002.201286.x,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Choi, W., W. B. Grant, J. H. Park, K. Lee, H. Lee, and J. M. Russell III",1998,Role of the Quasi- Biennial Oscillation in the Transport of Aerosols from the Tropical Stratospheric Reservoir to Mid-Latitudes,J. Geophys. Res.,103(D6),6033-6042,10.1029/97JD03118,http://dx.doi.org/10.1029/97JD03118,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Considine, D. B., J. E. Rosenfield, and E. L. Fleming",2001,An Interactive Model Study of the Influence of the Mount Pinatubo Aerosol on Stratospheric Methane and Water Trends,J. Geophys. Res.,106(D21),27711-27727,10.1029/2001JD000331,http://dx.doi.org/10.1029/2001JD000331,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Considine, G., L. Deaver, E. Remsberg, and J. M. Russell III",1997,HALOE Observations of a Slowdown in the Rate of Increase of HF in the Lower Mesosphere,Geophys. Res. Lett.,24(24),3217-3220,10.1029/97GL03301,http://dx.doi.org/10.1029/97GL03301,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Considine, G., L. Deaver, E. Remsberg, and J. Russell III",1999,Analysis of Near- Global Trends and Variability in HALOE HF and HCl Data in the Middle Atmosphere,J. Geophys. Res.,104(D20),24297-24308,10.1029/1999JD900497,http://dx.doi.org/10.1029/1999JD900497,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Cordero, E. C., S. R. Kawa, and M. R. Schoeberl",1997,An Analysis of Tropical Transport: Influence of the Quasi-Biennial Oscillation,J. Geophys. Res.,102(D14),16453-16461,10.1029/97JD01053,http://dx.doi.org/10.1029/97JD01053,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Crutzen, P.",1997,Mesospheric Mysteries,Science,277,1951-1952,10.1126/science.277.5334.1951,http://dx.doi.org/10.1126/science.277.5334.1951,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Crutzen, P. J., and C. Bruehl",2001,Catalysis by NOx as the Main Cause of the Spring to Fall Stratospheric Ozone Decline in the Northern Hemisphere,J. Phys. Chem. A,105(9),1579-1582,10.1021/jp001984h,http://dx.doi.org/10.1021/jp001984h,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Crutzen, P. J., J-U. Grooss, C. Bruhl, R. Muller, and J. M. Russell III",1995,A Reevaluation of the Ozone Budget with HALOE UARS Data: No Evidence for the Ozone Deficit,Science,268,705-708,10.1126/science.268.5211.705,http://dx.doi.org/10.1126/science.268.5211.705,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Cunnold, D. M., E.-S. Yang, M. J. Newchurch, G. C. Reinsel, J. M. Zawodny, and J. M. Russell III",2004,"Comment on ""Enhanced upper stratospheric ozone: sign of recovery or solar cycle effect?"" by W. Steinbrecht et al.",J. Geophys. Res.,109,D14305,10.1029/2004JD004826,http://dx.doi.org/10.1029/2004JD004826,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Cunnold, D. M., L. Froidevaux, J. M. Russell III, B. J. Connor, and A. E. Roche",1996,Overview of UARS Ozone Validation Based Primarily on Intercomparisons Among UARS and SAGE II Measurements,J. Geophys. Res.,101(D6),10335-10350,10.1029/95JD01697,http://dx.doi.org/10.1029/95JD01697,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Cunnold, D.M., M.J. Newchurch, L.E. Flynn, H.J. Wang, J.M. Russell, R. McPeters, J.M. Zawodny, and L. Froidevaux",2000,Uncertainties in stratospheric ozone trends from 1979 to 1996,J. Geophys. Res.,105(D4),4427-4444,10.1029/1999JD900313,http://dx.doi.org/10.1029/1999JD900313,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
haloe,article,"Danilin, M. Y., Ko, M.K.W., Froidevaux, L.,Santee, M.L., Lyjak, L.V., Bevilacqua, R. M., Zawodny, J.M., Sasano, Y., Irie, H., Kondo, Y., Russell III, J. M., Scott, C.J., Read, W.G.",2002,"Trajectory hunting as an effective technique to validate multiplatform measurements: Analysis of the MLS, HALOE, SAGE-II, ILAS, and POAM-II data in October-November 1996",J. Geophys. Res.,107(D20),4420,10.1029/2001JD002012,http://dx.doi.org/10.1029/2001JD002012,,,https://catalogue.ceda.ac.uk/uuid/6297603d25100cc5e977b750c1a524f7
